AccountingFirm,Address,CPA.CharteredPublicAccountant.First,CPA.CharteredPublicAccountant.Second,Chairman,CompanyAbbreviation,CompanyName,Date,DateOfIncorporation,DateOfListing,DeputySpokesperson,EmailAddress,Fax,GeneralManager,IssueShares,Paidin.Capital.NTDollars,ParValueOfCommonStock,PreferredStock.shares,PreparationOfFinancialReportType,PrivateStock.shares,Registration,SecuritiesCompanyCode,SecuritiesIndustryCode,Spokesman,StockTransferAgent,StockTransferAgentAddress,StockTransferAgentTelephone,Symbol,Telephone,TitleOfSpokesman,UnifiedBusinessNo.,WebAddress
勤業眾信聯合會計師事務所,"3, LI  SHIN  RD.  1,  SCIENCE-BASED.  INDUSTRIAL  PARK　　HSINCHU, TAIWAN, R.O.C.　",辛宥呈,翁雅玲,李政昊,元太,元太科技工業股份有限公司,1150904,19920616,20040330,張元培,ir@eink.com,03-5795072,洪集茂,1154678380,11546783800,新台幣                 10.0000元,0,1,60000000,－ ,8069,26,陳樂群,永豐金證券股份有限公司,台北市博愛路17號3樓,02-23816288,EIH,03-5643200,財務長,22099890,www.eink.com
佳明聯合會計師事務所,"13F-1, No. 27, Lane 169, Kang-Ning St.,Hsi-Chih Dist.,New Taipei City, Taiwan",葉湘萍,蔡明諺,胡湘麒,能率網通,能率網通股份有限公司,1150904,19930629,20031229,劉志雄,paul.liu@fstdisc.com.tw,02-26923232,洪再發,60084283,600842830,新台幣                 10.0000元,0,1,0,－ ,8071,28,胡湘麒,華南永昌綜合證券股份有限公司,台北市民生東路4段54號4樓,(02)27186425,ABICO,02-26923636,董事長,84415355,www.fstdisc.com.tw
勤業眾信聯合會計師事務所,"NO. 12-27, LAI  GUAN  LIAU , CHIA  LIE  CHENG　TAINAN  SHIENG,  R.O.C .　　",楊朝欽,王騰葦,莊煌星,鉅橡,鉅橡企業股份有限公司,1150904,19960201,20040127,賴宏杰,aurona@aurona.com.tw,06-7266331,莊煌星,86974466,869744660,新台幣                 10.0000元,0,1,0,－ ,8074,28,馮興運,華南永昌綜合證券股份有限公司,台北市民生東路4段54號4樓,02-27186425,AURONA,06-7266335,資深副總經理,96865657,https://www.aurona.com.tw/
資誠聯合會計師事務所,"10F, No.75, Sec. 1 Hsin Tai Wu  Rd., Xizhi Dist.,New Taipei City, Taiwan R. O. C.　　",徐明釧,支秉鈞,徐明哲,伍豐,伍豐科技股份有限公司,1150904,19950117,20031215,陳恒立,henry.chen@firich.com.tw,(02)26981451,彭禾夆,292213592,2922135920,新台幣                 10.0000元,0,1,0,－ ,8076,25,賴盈甫,兆豐證券股份有限公司股務代理部,臺北市中正區忠孝東路二段９５號１樓,(02)33930898,FIRICH　　,(02)26981446,財務處長,89961466,https://www.fecpos.com/tw/
馬施云大華聯合會計師事務所,"3F., No.69, Sec. 2, Nanjing E. Rd., Zhongshan Dist.　　Taipei City 104, Taiwan, R.O.C.",吳昆益,吳獻恩,謝憲治,洛碁,洛碁實業股份有限公司,1150904,19940722,20041206,彭妃秀,greenworldhotel@gwh.global,02-2563-3115,崔潔民,21945669,219456690,新台幣                 10.0000元,0,2,11886691,－ ,8077,16,崔潔民,台新綜合證券股份有限公司,台北市建國北路一段96號B1,02-2504-8125,GWH,02-2562-0018,總經理,89211393,http://www.greenworldhotels.com/
安侯建業聯合會計師事務所,"3F., No. 308, Zhifu Rd., Zhongshan Dist., Taipei CityTaipei City 104, Taiwan (R.O.C.)",毛聖崴,韓沂璉,劉東嶽,泰霖,泰霖事業股份有限公司,1150904,19931206,20040510,林昌廷,admin@terralink.com.tw,(02)2782-0019,林鴻彰,67163821,671638210,新台幣                 10.0000元,0,1,56500013,－ ,8080,14,蕭美智,群益金鼎證券股份有限公司,台北市大安區敦化南路二段97號地下2樓,(02)2702-3999,TerraLink,(02)8502-6858,財務經理,84492351,http://www.terralink.com.tw/
安永聯合會計師事務所,"NO.8, WU-CHUAN 3RD ROAD NEW TAIPEI INDUSTRIAL PARK XINZHUANG DISTRICT,　NEW TAIPEI CITY, TAIWAN　　",徐榮煌,馬君廷,陳柏峰,瑞穎,瑞穎股份有限公司,1150904,19971110,20040923,江月玲,report@prohawk.com.tw,89903120,陳柏津,35133193,351331930,新台幣                 10.0000元,0,2,0,－ ,8083,05,楊金義,台新證券股務代理部,台北市中山區建國北路1段96號B1,(02) 25048125,　　TIC,89904567,財務課長,16264415,www.prohawk.com.tw
資誠聯合會計師事務所,"9F-1  NO.258, Liancheng Rd.,Junghe City, Taipei, Taiwan　　",王玉娟,劉美蘭,唐嘉君,巨虹,巨虹電子股份有限公司,1150904,19931206,20040308,彭東烽,service@chiphope.com,82271296,唐嘉君,69514149,695141490,新台幣                 10.0000元,0,1,29077605,－ ,8084,29,唐嘉君,中國信託商業銀行,100台北市中正區重慶南路一段八十三號五樓,02-6636-5566,CHIP HOPE　　,82271166,董事長,84630087,www.chiphope.com
安侯建業聯合會計師事務所,"22, Chungshan N. Rd., 3rd Sec.Taipei, Taiwan. 　",潘俊名,賴麗真,宋成璽,福華,福華電子股份有限公司,1150904,19700831,20040301,黃秀華,forward@fwd.com.tw,(02)26735889,賴宏杰(代理),139983060,1399830600,新台幣                 10.0000元,0,1,0,－ ,8085,31,宋成璽,福邦證券股份有限公司,台北市中正區忠孝西路一段6號6樓,(02)2371-1658,FD　　,(02)26730411,董事長,11825450,http://www.fwd.com.tw
安侯建業聯合會計師事務所,"NO.6 DA-LI 1ST RD. TAINAN SCIENCE-BASED INDUSTRIAL PARK　　HSIN-SHI DIST,TAINAN CITY TAIWAN,ROC　",吳俊源,黃泳華,徐秀蘭,宏捷科,宏捷科技股份有限公司,1150904,19981230,20090601,黃國鈞,e_Fin@awsc.com.tw,06-5051723,黃國鈞,196516123,1965161230,新台幣                 10.0000元,0,2,45000000,－ ,8086,24,薛文翔,富邦綜合證券股份有限公司,台北市中正區許昌街17號11樓,02-23611300,AWSC　　,06-5050999,行銷暨採購處長,16130423,http://www.awsc.com.tw
國富浩華聯合會計師事務所,"10F-1, No. 1, Songgao Rd.Xinyi Dist., Taipei City, Taiwan, ROC　",李國銘,黃致富,林麗珍,麗升能源,麗升能源科技股份有限公司,1150904,19970822,20040225,吳婷婷,tingting_wu@leadsun-green.com,02-27099997,林麗珍,38646042,386460420,新台幣                 10.0000元,0,1,0,－ ,8087,35,邱美雅,富邦綜合證券股份有限公司,台北市中正區許昌街17號2樓,(02)2361-1300,LEADSUN,02-27099889,資深副總經理,16203494,www.leadsun-green.com
立本台灣聯合會計師事務所,"9F ,No.460, Sec.5 ChenggongRd.,Neihu District,Taipei City 114,Taiwan (R.O.C)Taipei Taiwan 114, R.O.C",劉克宜,許坤錫,謝吳沛,品安,品安科技股份有限公司,1150904,19940201,20040227,魏淑玲,Nancy_Wu@panram.com.tw,02-2631-8629,謝吳沛,60921749,609217499,新台幣                 10.0000元,0,2,0,－ ,8088,24,吳惠珠,富邦綜合證券股份有限公司,台北市許昌街17號2樓,02-23611300,PANRAM,02-2631-8809,執行副總經理,84750054,www.panram.com.tw
勤業眾信聯合會計師事務所,"3F-1, 10 Lane 609, Chung Hsin Road, Section 5Sanchong Dist., New Taipei City, Taiwan",陳君銘,龔則立,潘良榮,康全電訊,康全電訊股份有限公司,1150904,19900407,20200923,廖允武,Spokesperson@comtrend.com,29998497,洪榮隆,65998718,659987180,新台幣                 10.0000元,0,1,0,－ ,8089,27,王淑靜,康和綜合證券股份有限公司,110台北市信義區基隆路一段176號B1,02-8787-1118,Comtrend,29998261,副總經理,23727877,www.comtrend.com
勤業眾信聯合會計師事務所,"No.221,Nioupu S.Rd.,Siangshan District,Hsinchu City 30091,Taiwan,R.O.C",林心彤,陳明煇,吳宗豐,翔名,翔名科技股份有限公司,1150904,19911227,20040624,待補,stockaffairs@feedback.com.tw,(03)5490180,陳基川,53608456,536084560,新台幣                 10.0000元,0,1,0,－ ,8091,24,吳予彤,福邦證券股份有限公司,台北市中正區忠孝西路一段６號６樓,(02)2371-1658,FB,(03)5384900,處長,86436593,http://www.feedback.com.tw
資誠聯合會計師事務所,"20-16,Chen Pei Pei Hsiang,Chen Pei Li 　　Fengshan,Kaohsiung Hsien,Taiwan,R.O.C.",廖阿甚,王駿凱,李聰林,建暐,建暐精密科技股份有限公司,1150904,19840614,20040202,王茂源,jw@chienwei.com.tw,07-7314976,賴秀華,57172325,571723250,新台幣                 10.0000元,0,1,0,－ ,8092,31,張宏傑,統一綜合證券(股)公司股務代理部,台北市松山區東興路8號B1,02-27478266,CWPT　　,07-7313911,財務副總,76470282,http://www.chienwei.com
富鋒聯合會計師事務所,"9F, No. 50, Minquan Road, Xindian District,New Taipei City, Taiwan 231　",吳金地,戴維良,呂禮正,保銳,保銳科技股份有限公司,1150904,19900402,20041231,傅玉梅,kimi.chang@enermax.com,02-2915-1698,呂禮正,56567567,565675670,新台幣                 10.0000元,0,1,29600000,－ ,8093,28,張智雅,福邦證券股務代理部,10041台北市中正區忠孝西路一段6號6樓,02-23836888,ENERMAX,02-2915-1988,總經理室特別助理,23725553,www.enermax.com
資誠聯合會計師事務所,"13F,No.3-2,Yuanqu St.Nangang District,Taipei 115,Taiwan,R.O.C",馮敏娟,林永智,李熙俊,擎亞,擎亞電子股份有限公司,1150904,19971121,20040715,戴婕如,wilson_chen@coasia.com,2655-7189,申東洙,149343066,1493430660,新台幣                 10.0000元,0,1,0,－ ,8096,29,陳鴻義,群益金鼎證券股份有限公司,台北市大安區敦化南路二段九十七號地下二樓,2702-3999,CoAsia,2655-7699,財務長,16099112,www.coasiaelec.com
日正聯合會計師事務所,"1F., No.236, Bo’ai St.Shulin Dist., New Taipei City , Taiwan",陳枝凌,陳依玲,林銜錄,常珵,常珵科技股份有限公司,1150904,19860617,20040301,蔡孟圜,ir@atwtechnology.com,02 86856178,楊健明,60302468,603024680,新台幣                 10.0000元,0,1,12000000,－ ,8097,27,李靜宜,福邦證券股份有限公司,台北市中正區忠孝西路一段6號6樓,(02)2371-1658,ATW,02 86857300,財務處副總,22206879,www.atwtechnology.com
安侯建業聯合會計師事務所,"22 CHUNGSHAN N. RD., 3RD SEC., TAIPEI, TAIWAN, 104, R. O.C.TAIPEI-CITY, R. O. C.",黃欣婷,賴麗真,張榮華,大世科,大同世界科技股份有限公司,1150904,20000505,20040329,江明昌,spokesman.tsti@etatung.com,(02)25957606,劉盈秀,100072800,1000728000,新台幣                 10.0000元,0,1,0,－ ,8099,30,劉盈秀,福邦證券股份有限公司,台北市中正區忠孝西路1段6號6樓,(02)2371-1658,TSTI　　,(02)25915266,總經理,70771557,https://www.etatung.com
安侯建業聯合會計師事務所,"8F, No. 179, Jian 1ST Rd., Zhonghe Dist.,New Taipei City 235045 ,Taiwan (R.O.C.)",趙敏如會計師,吳佳翰會計師,梁春林,傑霖科技,傑霖科技股份有限公司,1150904,19921029,20251222,曾怡誠,service@jeilin.com.tw,(02)82215456,梁春林,23358350,233583500,新台幣                 10.0000元,0,1,0,－ ,8102,24,陳崇文,群益金鼎證券(股)公司股務代理部,台北市大安區敦化南路二段97號B2,(02) 8789-888,JEILIN　　,(02)82215466,資深經理,86976198,Http://www.jeilin.com.tw
資誠聯合會計師事務所,"No.39, Xinle Rd., South Dist.,Tainan City 702, Taiwan (R.O.C.)",林秀珊,葉芳婷,莊智清,大億金茂,大億金茂股份有限公司,1150904,19980105,20051115,黃琬婷,www.kenmos.com,06-2651288,陳俊宏,75000000,750000000,新台幣                 10.0000元,0,1,0,－ ,8107,05,劉茵姍,台新證券股務代理部,台北市中山區建國北路一段96號B1,02-25048125,KENMOS,06-2650688,財務暨會計主管,16359284,www.kenmos.com
安侯建業聯合會計師事務所,"NO.36,ROAD22TH,TAICHUNGINDUSTRIALPARK,TAICHUNG,TAIWAN,R.O.C.",張字信,陳政學,廖本崇,博大,博大科技股份有限公司,1150904,19920616,20050322,陳瓊妙,sales@pduke.com,(04)23591337,廖本崇,82161236,821612360,新台幣                 10.0000元,0,1,0,－ ,8109,28,吳忠原,凱基證券股份有限公司,台北市重慶南路一段二號五樓,(02)23892999,P-DUKE　,(04)23590668,市場部副理,86757291,www.pduke.com
國富浩華聯合會計師事務所,"No.238,Bo'ai StShulin District, New Taipei City R.O.C.",王戊昌,陳昭惠,童義興,立碁,立碁電子工業股份有限公司,1150904,19890627,20040209,童建融,coco_huang@mail.ligitek.com,02-77036288,童義興,109102223,1091022230,新台幣                 10.0000元,0,1,0,－ ,8111,26,黃冠甄,元大證券股份有限公司股務代理部,台北市大安區敦化南路二段67號地下一樓,02-2586-5859,LIGITEK　,02-77036000,稽核主管,23378792,http://www.ligitek.com
勤業眾信聯合會計師事務所,"8th Floor, No. 39, Ji-Hu Rd., Nei-Hu Dist.,Taipei, Taiwan, R.O.C.",張正修,劉怡青,吳亦圭,越峰,越峰電子材料股份有限公司,1150904,19910905,20050217,蔡小萍,vickie@usig.com,02-2659-9511,吳文豪,212993743,2129937430,新台幣                 10.0000元,0,1,0,－ ,8121,28,王敏華,本公司股務部,台北市內湖區內湖路一段120巷17號6樓,02-2650-3773,ACME,02-2650-3337,專案協理,86124395,https://www.acme-ferrite.com.tw
資誠聯合會計師事務所,"1F , No.5 , Lane. 169, Kangning St.,Xizhi Dist., New Taipei City 221, Taiwan",蔣承翰,劉倩瑜,徐季麟,正淩,正淩精密工業股份有限公司,1150904,19861021,20130430,陳瑞玲,nextronics@nextron.com.tw,02-86951177,賴琦憲,41817166,418171660,新台幣                 10.0000元,0,1,0,－ ,8147,28,劉偉豪,群益金鼎證券股份有限公司,台北市敦化南路二段97號B2,02-2703-5000,NEXTRON,02-66162000,副總經理,22324051,www.nextrongroup.com
安侯建業聯合會計師事務所,"128 Gong 2nd Rd., Wu Lin Village.Tao Yuan, TAIWAN, R.O.C",劉振興,郭冠纓,張永青,博智,博智電子股份有限公司,1150904,19950426,20121218,楊大緯,speaker@accl.com.tw,03-4992501,洪輝龍,62367700,623677000,新台幣                 10.0000元,0,1,0,－ ,8155,28,林于凱,中國信託商業銀行股份有限公司,台北市重慶南路一段83號5樓,02-66365566,ACCL　,03-4992500,業務處副總經理,89495531,www.accl.com.tw
資誠聯合會計師事務所,"5F,NO.8,Lane130,Ming Chuan Rd.,　　Hsin Tien Dist., New Taipei City,Taiwan",王菘澤,謝瑋莉,馬震偉,天宇,天宇工業股份有限公司,1150904,19831001,20111219,馬震偉,feii@ms4.hinet.net,02-2218-5428,劉奇威,112853326,1128533260,新台幣                 10.0000元,0,1,35000000,－ ,8171,35,劉奇威,福邦證券股份有限公司,台北市中正區忠孝西路一段6號6樓,(02)2371-1658,Formosa,02-2218-7688,總經理,38426929,http：//www.feii.com.tw　　
安永聯合會計師事務所,"5F,NO.8 HSIN-ANN RD,HSINCHU SCIENCE PARK,HSINCHU TAIWANHsinchu,Taiwan R.O.C.",劉榮進,張正道,凡恩科技股份有限公司,智捷,智捷科技股份有限公司,1150904,19950310,20130625,林淑珍,investor@zcom.com.tw,03-5773359,吳佳芳,71701000,717010000,新台幣                 10.0000元,0,1,0,－ ,8176,27,吳佳芳,永豐金證券(股)公司股務代理部,台北市中正區博愛路17號3樓,02-23816288,ZCOM,03-5777364,總經理,84149408,www.zcom.com.tw
資誠聯合會計師事務所,"No.39, Huadong Rd., Tafa industrial Park.,Daliao DistKaohsiung City 831, Taiwan (R.O.C.)",廖阿甚,王駿凱,楊景晴,加高,加高電子股份有限公司,1150904,19761122,20060525,王鐘慶,chen54007@hele.com.tw,07-7871557,楊景晴,107041215,1070412150,新台幣                 10.0000元,0,1,0,－ ,8182,28,陳毓宏,凱基證券股份有限公司股務代理部,台北市重慶南路一段2號5樓,02-23892999,HELE　,07-7871555,特助,75914885,http://www.hele.com.tw
勤業眾信聯合會計師事務所,"12 Shyr Jiann Road, Hsin-Chu Industrial District.Hsin-Chu,Taiwan.",李芸珊,薛峻泯,焦佑衡,精星,台灣精星科技股份有限公司,1150904,19901215,20050330,徐幼珍,hank.huang@psaitc.com,03-5977553,劉貞佑,121251068,1212510680,新台幣                 10.0000元,0,1,0,－ ,8183,31,黃伯彰,台灣精星股務辦事處,台北市內湖區行善路３９８號８樓,02-27905885,ITC,03-5979999,財務總處經理,23984925,http://www.psaitc.com
勤業眾信聯合會計師事務所,"8TH FL., NO.88, SEC.1, NEI HU RD.　　TAIPEI 114, TAIWAN, R.O.C.",洪偉倫,尤盟貴,賴志賢,巨有科技,巨有科技股份有限公司,1150904,19910815,20221220,洪泰盛,fin@pgc.com.tw,2659-3266,賴志賢,39543000,395430000,新台幣                 10.0000元,0,1,0,－ ,8227,24,宋志翔,群益金鼎證券股份有限公司,台北市敦化南路二段97號地下二樓,2702-3999,PGC,2658-2233,副總經理,86169913,www.pgc.com.tw
資誠聯合會計師事務所,"9F., No.920, Zhongzheng Rd., Zhonghe Dist.,New Taipei City 235, Taiwan, R.O.C.　　",吳仁杰,王菘澤,林茂昌,新漢,新漢股份有限公司,1150904,19921114,20070607,楊育書,nexcom_ir@nexcom.com.tw,(02)8226-7782,楊建興,141226472,1412264720,新台幣                 10.0000元,0,1,0,－ ,8234,25,陳原彬,台新證券股務代理部,台北市中山區建國北路1段96號地下1樓,(02)2504-8125,NEXCOM　　,(02)8226-7786,財務長,86891972,www.nexcom.com.tw
勤業眾信聯合會計師事務所,"6&7,11F,NO.235,Chung Cheng 4th Road　　Kaohsiung,Taiwan,R.O.C",吳秋燕,張慈媛,張尊賢,華宏,華宏新技股份有限公司,1150904,19730809,20050623,張毓仁,ir@wahhong.com,07-9717787,林志明,100004414,1000044140,新台幣                 10.0000元,0,1,0,－ ,8240,26,林志明,台新證券股務代理部,台北市建國北路一段96號地下一樓,02-2504-8125,WAH HONG　　,07-9717777,總經理,83428825,https://www.wahhong.com
勤業眾信會計師事務所,"1F,No 22 ,Sec 2, Nan-Kan Rd.,Luchu Hsiang, Taoyuan, R.O.C.",劉明賢,陳建瑋,姚宕梁,朋程,朋程科技股份有限公司,1150904,19981117,20060425,黃錫欽,IR@actron.com.tw,03-3119977,吳憲忠,101961041,1019610410,新台幣                 10.0000元,0,1,0,－ ,8255,05,吳憲忠,元大證券股份有限公司股務代理部,106台北市大安區敦化南路二段67號地下1樓,(02)2586-5859,ATC　,03-3115555,總經理,16748101,www.actron.com.tw
安侯建業聯合會計師事務所,"2F, 48 Park Ave.2, Hsinchu Science Park,Hsinchu 30844,TaiwanHsinchin ,Taiwan　　",呂倩慧,鄭安志,楊瑞明,全景軟體,全景軟體股份有限公司,1150904,19980414,20241023,黃&#38901;棋,IR@changingtec.com,03-5630618,楊文和,18997755,189977550,新台幣                 10.0000元,0,2,0,－ ,8272,30,楊文和,富邦綜合證券股份有限公司,台北市中正區許昌街17號11樓,02-23611300,Changing,03-5630688,總經理,16325089,http://www.changingtec.com
國富浩華聯合會計師事務所,"3F.-6, No. 5, Aly. 22, Ln. 513, Ruiguang Rd., Neihu Dist.Taipei City 114063 , Taiwan (R.O.C.)",張亞荃,林金鳳,林進財,商丞,商丞科技股份有限公司,1150904,19940516,20041227,林慧明,david@unifosa.com.tw,(02)87971218,林進財,39500000,395000000,新台幣                 10.0000元,0,1,0,－ ,8277,24,謝大偉,群益金鼎證券股份有限公司,台北市大安區敦化南路二段97號B2,(02)27023999,UNIFOSA,(02)87971108,副總經理,84783772,https://www.unifosa.com.tw
資誠聯合會計師事務所,"Building A, NO.154,Kai-Yuan Road,Hsin-Ying(730), Tainan, Taiwan",葉芳婷,徐惠榆,陳威仁,生展,生展生物科技股份有限公司,1150904,19990428,20160926,卓秀玲,service@syngen.com.tw,(06)6361964,陳威仁,27100851,271008510,新台幣                 10.0000元,0,1,0,－ ,8279,22,吳介尊,群益金鼎證券股務代理部,台北市大安區敦化南路二段97號B2,(02)2702-3999,SYNGEN,(06)6323588,總經理特別助理,16130471,http://www.syngen.com.tw
資誠聯合會計師事務所,"11F, No. 39, Sec. 2, Hsin Sheng N. Rd.Taipei, Taiwan, R.O.C.",陳憲正,林冠宏,邱宏哲,三竹,三竹資訊股份有限公司,1150904,19910530,20200518,陳榮彬,IR@mitake.com.tw,02-25671968,邱宏哲,47303000,473030000,新台幣                 10.0000元,0,1,0,－ ,8284,30,方和慶,兆豐證券股份有限公司,台北市中正區忠孝東路二段95號1樓,02-33930898,MITAKE　　,02-25639999,副總經理,86136982,https://www.mitake.com.tw/
勤業眾信聯合會計師事務所,"No.5, Shutan St., Shulin DistNew Taipei City, Taiwan (R.O.C.)",梁盛泰,陳招美,宋勝泰,泰藝,泰藝電子股份有限公司,1150904,20000323,20080424,李玉鳳,spokesperson@taitien.com.tw,8675-1427,宋佳欣,68333765,683337650,新台幣                 10.0000元,0,1,0,－ ,8289,28,楊麗菊,中國信託商業銀行代理部,台北市重慶南路一段83號5樓,6636-5566,Taitien,2686-1287,財會部協理,70540563,www.taitien.com.tw
勤業眾信聯合會計師事務所,"No.208, Sec. 2, Binhai Rd., Dayuan Dist.,Taoyuan City 337, Taiwan (R.O.C.)",姚勝雄,陳昭伶,佐佐木Beji,尚茂,尚茂電子材料股份有限公司,1150904,19971203,20111129,何美玲,eric.hu@shinemore.com.tw,03-386-4309,佐佐木Beji,17478450,174784500,新台幣                 10.0000元,0,2,7215210,－ ,8291,28,胡志強,中國信託商業銀行代理部,10008臺北市中正區重慶南路一段83號3樓,02-23111838,SMT,03-386-4289,生物管經理,16431363,www.shinemore.com.tw
安侯建業聯合會計師事務所,"10F-6, No.251, Fuxing 1st St.Zhubei City, Hsinchu County 302, Taiwan",鄭安志,吳俊源,顏暐駩,群聯,群聯電子股份有限公司,1150904,20001108,20041206,呂國鼎,ir@phison.com,037-587699,馬中迅,221165247,2211652470,新台幣                 10.0000元,0,1,0,－ ,8299,24,于志強,宏遠證券股份有限公司,台北市信義路四段236號3樓,02-23268818,Phison,037-586896,資深特別助理暨營運長,12649951,www.phison.com
勤業眾信聯合會計師事務所,"4,HSING  KUNG  RD.,LUN  CHIAO  VILLAGE , PITOU  HSIANG　　CHANG  HUA  HSIEN ,TAIWAN",劉力維,吳少君,陳新約,益張,益張實業股份有限公司,1150904,19870504,20171123,邱明鶴,ij0055@ijang.com.tw,(04)8921953,邱明鶴,33536692,335366920,新台幣                 10.0000元,0,1,0,－ ,8342,20,蘇明宏,中國信託商業銀行代理部,台北市中正區重慶南路一段83號5樓,(02)6636-5566,I  JANG　　,(04)8926130,董事長室協理,22492367,www.ijang.com.tw
勤業眾信聯合會計師事務所,"3F, NO.203, SEC.1,  CHANG-RONG  ROAD,TAINAN,  TAIWAN, R.O.C.",吳長駿,廖鴻儒,吳榮彬,恒耀國際,恒耀國際股份有限公司,1150904,19850410,20060310,歐玲妦,investor_r@qst.com.tw,06-2082072,吳健序,208821391,2188213910,新台幣                 10.0000元,10000000,1,0,－ ,8349,10,許繼文,中國信託商業銀行代理部,台北市中正區重慶南路一段83號5樓,02-66365566,QST,06-2081997,副總經理,69916350,www.qst.com.tw
安侯建業聯合會計師事務所,"No. 239, Chenggong 3rd RdNantou City, TAIWA",陳政學,劉振興,楊淇筠,冠好,冠好科技股份有限公司,1150904,19920702,20040415,蔡佩樺,reply@koanhao.com.tw,049-2261997,李永坤,78532263,785322630,新台幣                 10.0000元,0,1,0,－ ,8354,20,何志平,台新證券股務代理部,台北市建國北路一段96號地下一樓,0225048125,KH　　,049-2257852,經理,86779099,http://www.koanhao.com
勤業眾信聯合會計師事務所,"18F,392,Ruey Kuang Road, Neihu, TaipeiTaipei, Taiwan, R.O.C.　",王浚宇,邱盟捷,李思賢,金居,金居開發股份有限公司,1150904,19980522,20100927,葉雪貞,jane@co-tech.com,02-6615-5588,李思賢,252588000,2525880000,新台幣                 10.0000元,0,1,0,－ ,8358,28,李思賢,中國信託商業銀行 代理部,台北市中正區重慶南路一段83號5樓,02-6636-5566,CO-TECH,02-6615-8899,董事長兼任總經理,16447610,http://www.co-tech.com
勤業眾信聯合會計師事務所,"9F, No. 99, Sec. 1, Nan-Kan Road, Lu-Chu Dist. , Taoyuan City , TaiwanTaoyuan   Taiwan",曾建銘,劉書琳,張瓊如,千附,千附實業股份有限公司,1150904,19820428,20040910,新任人選待董事會通過後再另行公告,public@chenfull.com.tw,03-3220055,張瓊如,113760482,1137604820,新台幣                 10.0000元,0,1,0,－ ,8383,24,龔慧慈,統一綜合證券股份有限公司,105台北市松山區東興路八號地下一樓,02-2747-8266,ChenFull,03-3220022,經理,12378253,WWW.CHENFULL.COM.TW
安侯建業聯合會計師事務所,"599, Sec. 6, Xibin Rd.,Hsinchu Taiwan",羅瑞芝,余聖河,莊清旗,金益鼎,金益鼎企業股份有限公司,1150904,19970410,20080521,許珮如,yen.chu@tw.jydgroup.com,(03)5182968,莊瑞元,96116128,961161280,新台幣                 10.0000元,0,1,0,－ ,8390,35,莊瑞瑾,福邦證券股份有限公司股務代理部,台北市中正區忠孝西路一段6號6樓,(02)2371-1658,JYD,(03)5182368,副總經理,97419282,www.jyd.com.tw
安永聯合會計師事務所,"No.116, Sec. 1, Xiangshun Rd.,Taiping City, Taichung , Taiwan, R.O.C",陳明宏,羅文振,林衍束,白紗科,白紗科技印刷股份有限公司,1150904,20000327,20100329,陳雨欣經理,bs70730281@bsbs.com.tw,04-36118050,陳俊傑,70669058,706690580,新台幣                 10.0000元,0,2,0,－ ,8401,20,林光鴻,福邦證券股份有限公司,台北市中正區忠孝西路一段6號6樓,(02)2371-1658,BAI SHA,04-36083888,副總經理,70730281,www.bsbs.com.tw
安侯建業聯合會計師事務所,"19F., No. 168, Jingguo Rd.,Taoyuan 330,Taiwan",寇惠植,張肇文,楊弘仁,盛弘,盛弘醫藥股份有限公司,1150904,20031104,20110301,李沛宸,sharehope@share-hope.com,03-3164312,劉慶文,137640343,1376403430,新台幣                 10.0000元,0,1,0,－ ,8403,22,劉宜&#20151;,群益金鼎證券股份有限公司,台北市敦化南路二段97號B2,02-2702-3999,SHAREHOPE,03-3469595,副總院長,80563852,www.share-hope.com
勤業眾信會計師事務所,"5Fl., No.516, sec.1,Neihu Rd.Taipei 114,Taiwan",龔則立,李穗青,盤龍,商之器,商之器科技股份有限公司,1150904,19880119,20131125,邱國維,public@ebmtech.com,(02)8751-3300,盤龍,32000000,320000000,新台幣                 10.0000元,0,1,0,－ ,8409,22,陳迪智,華南永昌綜合證券股份有限公司,台北市105民生東路4段54號4樓,(02)2718-6425,EBM,(02)8751-4567,永續發展主管,22743619,https://www.ebmtech.com/tw
安侯建業聯合會計師事務所,"No.85, Keji 5th Rd., Annan Dist., Tainan City 709, Taiwan (R.O.C.)Tainan Taiwan R.O.C.",蘇彥達,陳永祥,黃樟山,森田,森田印刷廠股份有限公司,1150904,19720908,20110223,蔡旻修,finance@sentien.com.tw,(06)3843057,黃展隆,36589200,365892000,新台幣                 10.0000元,0,2,0,－ ,8410,25,陳俊雄,中國信託商業銀行代理部,台北市中正區重慶南路一段83號5樓,(02)66365566,Sen Tien,(06)3842811,協理,68682185,http://www.sentien.com.tw/
勤業眾信聯合會計師事務所,"No. 122, Yilin RoadRende Township, Tainan, Taiwan",吳長駿,李季珍,謝麗雲,大國鋼,大成國際鋼鐵股份有限公司,1150904,20070712,20160907,李建德,chender91@tachen.com.tw,06-2706354,謝榮坤,1031500000,10315000000,新台幣                 10.0000元,0,1,0,－ ,8415,10,張地金,統一綜合證券股份有限公司,台北市東興路8號地下一樓,02-27463797,Brighton-Best,06-2701756,副總經理,28754606,www.brighton-best.com.tw/
